concept id	representation id	en	kanji	kana
FMA9576	BP9311	thorax	胸郭	きょうかく
FMA9577	BP9533	abdomen	腹;ハラ	ふく;はら
FMA9578	BP9535	pelvis	骨盤|骨盤	こつばん
FMA9579	BP10063	perineum	会陰	えいん
FMA9584	BP10098	peritoneum	腹膜	ふくまく
FMA9600	BP9784	prostate	前立腺	ぜんりつせん
FMA9607	BP9902	thymus	胸腺	きょうせん
FMA9668	BP9654	endocrine system	endocrine system	endocrine system
FMA9710	BP9960	vomer	鋤骨	じょこつ
FMA9713	BP9508	right hand	right hand	right hand
FMA9714	BP9439	left hand	left hand	left hand
FMA9761	BP7511	right transversus thoracis	right transversus thoracis	right transversus thoracis
FMA9762	BP10106	left transversus thoracis	left transversus thoracis	left transversus thoracis
FMA9826	BP9309	mediastinum	縦隔	じゅうかく
FMA9827	BP9436	superior mediastinum	縦隔の上部;上縦隔	じゅうかくのじょうぶ;じょうじゅうかく
FMA9828	BP9308	inferior mediastinum	縦隔の下部;下縦隔	じゅうかくのかぶ;かじゅうかく
FMA9838	BP9904	anterior mediastinum	縦隔の前部;前縦隔	じゅうかくのぜんぶ;ぜんじゅうかく
FMA9839	BP9307	middle mediastinum	縦隔の中部;中縦隔	じゅうかくのちゅうぶ;ちゅうじゅうかく
FMA9840	BP9734	posterior mediastinum	縦隔の後部;後縦隔	じゅうかくのこうぶ;こうじゅうかく
FMA9908	BP10099	peritoneal sac	peritoneal sac	peritoneal sac
FMA9922	BP9883	fifth thoracic vertebra	fifth thoracic vertebra	fifth thoracic vertebra
FMA9945	BP9703	sixth thoracic vertebra	sixth thoracic vertebra	sixth thoracic vertebra
FMA9968	BP10006	seventh thoracic vertebra	seventh thoracic vertebra	seventh thoracic vertebra
FMA9991	BP10205	eighth thoracic vertebra	eighth thoracic vertebra	eighth thoracic vertebra
FMA10014	BP9656	ninth thoracic vertebra	ninth thoracic vertebra	ninth thoracic vertebra
FMA10037	BP9751	tenth thoracic vertebra	tenth thoracic vertebra	tenth thoracic vertebra
FMA10059	BP9561	eleventh thoracic vertebra	eleventh thoracic vertebra	eleventh thoracic vertebra
FMA10081	BP10217	twelfth thoracic vertebra	twelfth thoracic vertebra	twelfth thoracic vertebra
FMA10419	BP6710	pancreatic duct	膵管;主膵管	すいかん|しゅすいかん
FMA10427	BP9349	body wall	body wall	body wall
FMA10428	BP9394	thoracic wall	thoracic wall	thoracic wall
FMA10429	BP9571	wall of abdomen proper	wall of abdomen proper	wall of abdomen proper
FMA10430	BP9531	pelvic wall	pelvic wall	pelvic wall
FMA10446	BP9765	intervertebral disk	椎間円板	ついかんえんばん
FMA10458	BP10175	intervertebral disk of first thoracic vertebra	intervertebral disk of first thoracic vertebra	intervertebral disk of first thoracic vertebra
FMA10552	BP6858	left dorsal scapular artery	left dorsal scapular artery	left dorsal scapular artery
FMA10660	BP6821	right deep cervical artery	right deep cervical artery	right deep cervical artery
FMA10680	BP6861	left inferior thyroid artery	left inferior thyroid artery	left inferior thyroid artery
FMA10681	BP6860	left suprascapular artery	left suprascapular artery	left suprascapular artery
FMA10682	BP6856	left transverse cervical artery	left transverse cervical artery	left transverse cervical artery
FMA10683	BP6857	left superficial cervical artery	left superficial cervical artery	left superficial cervical artery
FMA10692	BP6789	right musculophrenic artery	right musculophrenic artery	right musculophrenic artery
FMA10697	BP6803	right inferior thyroid artery	right inferior thyroid artery	right inferior thyroid artery
FMA10698	BP6802	right suprascapular artery	right suprascapular artery	right suprascapular artery
FMA10699	BP6798	right transverse cervical artery	right transverse cervical artery	right transverse cervical artery
FMA10700	BP6799	right superficial cervical artery	right superficial cervical artery	right superficial cervical artery
FMA10951	BP10397	inferior vena cava	下大静脈	かだいじょうみゃく
FMA11338	BP9988	ileocecal junction	ileocecal junction	ileocecal junction
FMA11343	BP9465	right foot	right foot	right foot
FMA11344	BP9294	left foot	left foot	left foot
FMA11345	BP9680	right forearm	right forearm	right forearm
FMA11346	BP9583	left forearm	left forearm	left forearm
FMA11359	BP9906	cavity of right atrium	cavity of right atrium	cavity of right atrium
FMA12514	BP7094	right eyeball	right eyeball	right eyeball
FMA12515	BP7110	left eyeball	left eyeball	left eyeball
FMA12519	BP9997	atlas	環椎[C1];第一頚椎	かんつい[C1];だいいちけいつい
FMA12520	BP9781	axis	軸椎[C2];第二頚椎	じくつい[C2];だい２けいつい
FMA12521	BP10151	third cervical vertebra	third cervical vertebra	third cervical vertebra
FMA12522	BP9546	fourth cervical vertebra	fourth cervical vertebra	fourth cervical vertebra
FMA12523	BP10002	fifth cervical vertebra	fifth cervical vertebra	fifth cervical vertebra
FMA12524	BP9368	sixth cervical vertebra	sixth cervical vertebra	sixth cervical vertebra
FMA12525	BP9522	seventh cervical vertebra	隆椎;第七頚椎	りゅうつい;だい７りゅうつい
FMA13072	BP10066	first lumbar vertebra	first lumbar vertebra	first lumbar vertebra
FMA13073	BP10088	second lumbar vertebra	second lumbar vertebra	second lumbar vertebra
FMA13074	BP9675	third lumbar vertebra	third lumbar vertebra	third lumbar vertebra
FMA13075	BP9632	fourth lumbar vertebra	fourth lumbar vertebra	fourth lumbar vertebra
FMA13076	BP9697	fifth lumbar vertebra	fifth lumbar vertebra	fifth lumbar vertebra
FMA13279	BP9625	left anterior segmental artery	前上葉動脈(A3);前区動脈(A3);左肺の前区域動脈(A3)	ぜんじょうようどうみゃく（A3);ぜんくどうみゃく（A3);さはいのぜんくいきどうみゃく（A3)
FMA13295	BP9976	diaphragm	横隔膜	おうかくまく
FMA13322	BP10225	right clavicle	right clavicle	right clavicle
FMA13323	BP10007	left clavicle	left clavicle	left clavicle
FMA13325	BP6985	right cephalic vein	right cephalic vein	right cephalic vein
FMA13326	BP7279	left cephalic vein	left cephalic vein	left cephalic vein
FMA13336	BP7530	right external oblique	right external oblique	right external oblique
FMA13337	BP9643	left external oblique	left external oblique	left external oblique
FMA13362	BP9811	right lobe of liver	肝臓の右葉	かんぞうのうよう
FMA13363	BP9333	left lobe of liver	肝臓の左葉	かんぞうのさよう
FMA13365	BP9928	caudate lobe of liver	肝臓の尾状葉|肝後部;肝臓の尾状葉|後区域;尾状葉;肝臓のⅠ区域	かんこうぶ;かんぞうのびじょうよう
FMA13373	BP6969	right pectoralis major	right pectoralis major	right pectoralis major
FMA13374	BP9382	left pectoralis major	left pectoralis major	left pectoralis major
FMA13375	BP6968	right pectoralis minor	right pectoralis minor	right pectoralis minor
FMA13376	BP10112	left pectoralis minor	left pectoralis minor	left pectoralis minor
FMA13381	BP6961	right rhomboid major	right rhomboid major	right rhomboid major
FMA13382	BP10215	left rhomboid major	left rhomboid major	left rhomboid major
FMA13383	BP6960	right rhomboid minor	right rhomboid minor	right rhomboid minor
FMA13384	BP9861	left rhomboid minor	left rhomboid minor	left rhomboid minor
FMA13395	BP10144	right scapula	right scapula	right scapula
FMA13396	BP10159	left scapula	left scapula	left scapula
FMA13398	BP6959	right serratus anterior	right serratus anterior	right serratus anterior
FMA13399	BP9944	left serratus anterior	left serratus anterior	left serratus anterior
FMA13411	BP9782	left subclavius	left subclavius	left subclavius
FMA13412	BP6967	right subclavius	right subclavius	right subclavius
FMA13478	BP9340	vertebral column	脊柱	せきちゅう
FMA13495	BP9815	intervertebral disk of second thoracic vertebra	intervertebral disk of second thoracic vertebra	intervertebral disk of second thoracic vertebra
FMA13500	BP10094	intervertebral disk of third thoracic vertebra	intervertebral disk of third thoracic vertebra	intervertebral disk of third thoracic vertebra
FMA13501	BP10223	intervertebral disk of fourth thoracic vertebra	intervertebral disk of fourth thoracic vertebra	intervertebral disk of fourth thoracic vertebra
FMA13502	BP9870	intervertebral disk of fifth thoracic vertebra	intervertebral disk of fifth thoracic vertebra	intervertebral disk of fifth thoracic vertebra
FMA13503	BP9889	intervertebral disk of sixth thoracic vertebra	intervertebral disk of sixth thoracic vertebra	intervertebral disk of sixth thoracic vertebra
FMA13504	BP9769	intervertebral disk of seventh thoracic vertebra	intervertebral disk of seventh thoracic vertebra	intervertebral disk of seventh thoracic vertebra
FMA13505	BP9994	intervertebral disk of eighth thoracic vertebra	intervertebral disk of eighth thoracic vertebra	intervertebral disk of eighth thoracic vertebra
FMA13506	BP9916	intervertebral disk of ninth thoracic vertebra	intervertebral disk of ninth thoracic vertebra	intervertebral disk of ninth thoracic vertebra
FMA13507	BP10128	intervertebral disk of tenth thoracic vertebra	intervertebral disk of tenth thoracic vertebra	intervertebral disk of tenth thoracic vertebra
FMA13508	BP9337	intervertebral disk of eleventh thoracic vertebra	intervertebral disk of eleventh thoracic vertebra	intervertebral disk of eleventh thoracic vertebra
FMA13889	BP6711	pituitary gland	下垂体	かすいたい
FMA13896	BP10193	intervertebral disk of third cervical vertebra	intervertebral disk of third cervical vertebra	intervertebral disk of third cervical vertebra
FMA13897	BP9923	intervertebral disk of fourth cervical vertebra	intervertebral disk of fourth cervical vertebra	intervertebral disk of fourth cervical vertebra
FMA13898	BP9491	intervertebral disk of fifth cervical vertebra	intervertebral disk of fifth cervical vertebra	intervertebral disk of fifth cervical vertebra
FMA13899	BP10187	intervertebral disk of sixth cervical vertebra	intervertebral disk of sixth cervical vertebra	intervertebral disk of sixth cervical vertebra
FMA13900	BP9682	intervertebral disk of seventh cervical vertebra	intervertebral disk of seventh cervical vertebra	intervertebral disk of seventh cervical vertebra
FMA14338	BP7448	right hepatic vein	右肝静脈	うかんじょうみゃく
FMA14339	BP7457	left hepatic vein	左肝静脈	さかんじょうみゃく
FMA14341	BP10642	right testicular vein	右精巣静脈（♂）	うせいそうじょうみゃく
FMA14343	BP10651	right suprarenal vein	右副腎静脈;右腎上体静脈	うふくじんじょうみゃく;うじんじょうたいじょうみゃく
FMA14345	BP10634	left testicular vein	左精巣静脈（♂）	させいそうじょうみゃく
FMA14349	BP10653	left suprarenal vein	左副腎静脈;左腎上体静脈	さふくじんじょうみゃく;さじんじょうたいじょうみゃく
FMA14539	BP10134	cystic duct	胆嚢管	たんのうかん
FMA14541	BP9992	cecum	盲腸	もうちょう
FMA14542	BP10087	appendix	虫垂	ちゅうすい
FMA14544	BP10203	rectum	直腸	ちょくちょう
FMA14545	BP10190	ascending colon	上行結腸	じょうこうけっちょう
FMA14546	BP9746	transverse colon	横行結腸	おうこうけつちょう
FMA14547	BP9937	descending colon	下行結腸	かこうけっちょう
FMA14615	BP9991	wall of small intestine	wall of small intestine	wall of small intestine
FMA14618	BP9990	wall of ileum	wall of ileum	wall of ileum
FMA14619	BP9836	wall of large intestine	wall of large intestine	wall of large intestine
FMA14627	BP9646	anterior abdominal wall	anterior abdominal wall	anterior abdominal wall
FMA14628	BP9570	posterior abdominal wall	posterior abdominal wall	posterior abdominal wall
FMA14643	BP10169	mesentery of small intestine	mesentery of small intestine	mesentery of small intestine
FMA14647	BP10185	transverse mesocolon	横行結腸間膜	おうこうけつちょうかんまく
FMA14665	BP9329	biliary tree	biliary tree	biliary tree
FMA14668	BP10135	common hepatic duct	総肝管	そうかんかん
FMA14669	BP10222	right hepatic duct	右肝管	うかんかん
FMA14670	BP9922	left hepatic duct	左肝管	さかんかん
FMA14703	BP10097	visceral peritoneum	臓側腹膜	ぞうそくふくまく
FMA14746	BP10381	right inferior phrenic artery	right inferior phrenic artery	right inferior phrenic artery
FMA14747	BP10372	left inferior phrenic artery	left inferior phrenic artery	left inferior phrenic artery
FMA14749	BP10385	superior mesenteric artery	上腸間膜動脈	じょうちょうかんまくどうみゃく
FMA14750	BP10371	inferior mesenteric artery	下腸間膜動脈	かちょうかんまくどうみゃく
FMA14752	BP10417	right renal artery	right renal artery	right renal artery
FMA14753	BP10403	left renal artery	left renal artery	left renal artery
FMA14755	BP10645	right middle suprarenal artery	right middle suprarenal artery	right middle suprarenal artery
FMA14756	BP10644	left middle suprarenal artery	left middle suprarenal artery	left middle suprarenal artery
FMA14759	BP10648	right testicular artery	right testicular artery	right testicular artery
FMA14760	BP10649	left testicular artery	left testicular artery	left testicular artery
FMA14764	BP6918	common iliac artery	総腸骨動脈	そうちょうこつどうみゃく
FMA14765	BP10391	right common iliac artery	right common iliac artery	right common iliac artery
FMA14766	BP10378	left common iliac artery	left common iliac artery	left common iliac artery
FMA14768	BP10419	left gastric artery	左胃動脈	さいどうみゃく
FMA14771	BP9379	common hepatic artery	総肝動脈	そうかんどうみゃく
FMA14772	BP9378	hepatic artery proper	固有肝動脈	こゆうかんぞうどうみゃく
FMA14773	BP9789	splenic artery	脾動脈	ひどうみゃく
FMA14775	BP10638	gastroduodenal artery	胃十二指腸動脈	いじゅうにしちょうどうみゃく
FMA14776	BP10635	right gastric artery	右胃動脈	ういどうみゃく
FMA14778	BP9810	right hepatic artery	肝動脈の右枝;右肝動脈	かんどうみゃくのうし;うかんどうみゃく
FMA14779	BP9377	left hepatic artery	左枝;肝動脈の左肝動脈	さし;かんどうみゃくのさかんどうみゃく
FMA14805	BP10646	inferior pancreaticoduodenal artery	下膵十二指腸動脈	かすいじゅうにしちょうどうみゃく
FMA14809	BP10641	ileal artery	ileal artery	ileal artery
FMA14810	BP10405	middle colic artery	中結腸動脈	ちゅうけっちょうどうみゃく
FMA14811	BP10414	right colic artery	右結腸動脈	うけっちょうどうみゃく
FMA14812	BP10650	celiac trunk	腹腔動脈	ふくくうどうみゃく
FMA14815	BP10384	ileocolic artery	回結腸動脈	かいけっちょうどうみゃく
FMA14816	BP10387	anterior cecal artery	前盲腸動脈;回結腸動脈の前盲腸枝	ぜんもうちょうどうみゃく;かいけっちょうどうみゃくのぜんもうちょうし
FMA14817	BP10382	posterior cecal artery	後盲腸動脈	こうもうちょうどうみゃく
FMA14818	BP10412	appendicular artery	虫垂動脈	ちゅうすいどうみゃく
FMA14819	BP7718	ileal branch of inferior branch of ileocolic artery	回結腸動脈の回腸枝	かいけっちょうどうみゃくのかいちょうし
FMA14820	BP10392	ascending branch of inferior branch of ileocolic artery	回結腸動脈の結腸枝	かいけっちょうどうみゃくのけっちょうし
FMA14823	BP10383	inferior branch of ileocolic artery	inferior branch of ileocolic artery	inferior branch of ileocolic artery
FMA14824	BP6831	marginal colic artery	結腸辺縁動脈;傍結腸動脈;結腸辺縁弓	けっちょうへんえんどうみゃく;ぼうけっちょうどうみゃく;けっちょうへんえんきゅう
FMA14826	BP10390	left colic artery	左結腸動脈	さけっちょうどうみゃく
FMA14830	BP10398	sigmoid artery	sigmoid artery	sigmoid artery
FMA14831	BP10643	marginal artery of colon	marginal artery of colon	marginal artery of colon
FMA14832	BP10370	superior rectal artery	上直腸動脈	じょうちょくちょうどうみゃく
FMA14964	BP9639	proximal part of ileum	proximal part of ileum	proximal part of ileum
FMA14965	BP9350	middle part of ileum	middle part of ileum	middle part of ileum
FMA14966	BP9690	distal part of ileum	回腸終末部;回腸末端部	かいちょうしゅうまつぶ;かいちょうまったんぶ
FMA14971	BP9835	muscle layer of large intestine	大腸の筋層	だいちょうのきんそう
FMA15042	BP9834	taenia mesocolica	taenia mesocolica	taenia mesocolica
FMA15043	BP10141	taenia omentalis	taenia omentalis	taenia omentalis
FMA15044	BP10040	taenia libera	taenia libera	taenia libera
FMA15414	BP9460	right portal vein	門脈の右枝	もんみゃくのうし
FMA15415	BP9694	left portal vein	門脈の左枝	もんみゃくのさし
FMA15419	BP9459	anterior branch of right portal vein	門脈の右枝の前枝	もんみゃくのうしのぜんし
FMA15420	BP9458	anterior superior segmental branch of right portal vein	anterior superior segmental branch of right portal vein	anterior superior segmental branch of right portal vein
FMA15421	BP9788	anterior inferior segmental branch of right portal vein	anterior inferior segmental branch of right portal vein	anterior inferior segmental branch of right portal vein
FMA15422	BP9818	posterior branch of right portal vein	門脈の右枝の後枝	もんみゃくのうしのこうし
FMA15423	BP9817	posterior superior segmental branch of right portal vein	posterior superior segmental branch of right portal vein	posterior superior segmental branch of right portal vein
FMA15424	BP9972	posterior inferior segmental branch of right portal vein	posterior inferior segmental branch of right portal vein	posterior inferior segmental branch of right portal vein
FMA15425	BP10044	caudate lobe branch of left portal vein	caudate lobe branch of left portal vein	caudate lobe branch of left portal vein
FMA15427	BP9693	medial branch of left portal vein	medial branch of left portal vein	medial branch of left portal vein
FMA15428	BP9692	medial superior segmental branch of left portal vein	medial superior segmental branch of left portal vein	medial superior segmental branch of left portal vein
FMA15429	BP10140	medial inferior segmental branch of left portal vein	medial inferior segmental branch of left portal vein	medial inferior segmental branch of left portal vein
FMA15430	BP10011	lateral branch of left portal vein	lateral branch of left portal vein	lateral branch of left portal vein
FMA15431	BP10010	lateral superior segmental branch of left portal vein	lateral superior segmental branch of left portal vein	lateral superior segmental branch of left portal vein
FMA15432	BP10082	lateral inferior segmental branch of left portal vein	lateral inferior segmental branch of left portal vein	lateral inferior segmental branch of left portal vein
FMA15571	BP10049	right ureter	right ureter	right ureter
FMA15572	BP9940	left ureter	left ureter	left ureter
FMA15629	BP10161	right adrenal gland	right adrenal gland	right adrenal gland
FMA15630	BP10100	left adrenal gland	left adrenal gland	left adrenal gland
FMA15739	BP10036	hepatovenous segment ii	左外側後区域;肝臓のⅡ区域	さがいそくこうくいき;かんぞうの２くいき
FMA15741	BP10081	hepatovenous segment iii	左外側前区域;肝臓のⅢ区域	さがいそくぜんくいき;かんぞうの３くいき
FMA15742	BP10028	hepatovenous segment iv	左内側区域;肝臓のⅣ区域	さないそくくいき;かんぞうの４くいき
FMA15743	BP10079	hepatovenous segment v	右内側前区域;肝臓の区域V	ないそくぜんくいき;かんぞうのくいき５
FMA15744	BP10201	hepatovenous segment vi	右外側前区域;肝臓の区域Ⅵ	うがいそくぜんくいき;かんぞうのくいき６
FMA15745	BP7470	hepatovenous segment vii	右外側後区域;肝臓の区域VII	うがいそくこうくいき;かんぞうのくいき７
FMA15746	BP10023	hepatovenous segment viii	右内側後区域;肝臓の区域VIII	うないそくこうくいき;かんぞうのくいき８
FMA15748	BP10024	anterior sector of right liver	anterior sector of right liver	anterior sector of right liver
FMA15749	BP10202	posterior sector of right liver	posterior sector of right liver	posterior sector of right liver
FMA15750	BP10029	anterior sector of left liver	anterior sector of left liver	anterior sector of left liver
FMA15751	BP10037	posterior sector of left liver	posterior sector of left liver	posterior sector of left liver
FMA15800	BP9879	anterior inferior segmental tributary of middle hepatic vein	anterior inferior segmental tributary of middle hepatic vein	anterior inferior segmental tributary of middle hepatic vein
FMA15809	BP10025	right hemiliver	右肝部;右肝臓;肝臓の右部	うかんぶ;うかんぞう;かんぞうのうぶ
FMA15810	BP10030	left hemiliver	左肝部;左肝臓;肝臓の左部	さかんぶ;さかんぞう;かんぞうのさぶ
FMA15900	BP9803	urinary bladder	膀胱	ぼうこう
FMA16033	BP10038	intervertebral disk of first lumbar vertebra	intervertebral disk of first lumbar vertebra	intervertebral disk of first lumbar vertebra
FMA16034	BP9907	intervertebral disk of second lumbar vertebra	intervertebral disk of second lumbar vertebra	intervertebral disk of second lumbar vertebra
FMA16035	BP9567	intervertebral disk of third lumbar vertebra	intervertebral disk of third lumbar vertebra	intervertebral disk of third lumbar vertebra
FMA16036	BP9688	intervertebral disk of fourth lumbar vertebra	intervertebral disk of fourth lumbar vertebra	intervertebral disk of fourth lumbar vertebra
FMA16037	BP9968	intervertebral disk of fifth lumbar vertebra	intervertebral disk of fifth lumbar vertebra	intervertebral disk of fifth lumbar vertebra
FMA16202	BP10178	sacrum	仙骨;仙椎[1竏・]	せんこつ;せんつい[1−5]
FMA16203	BP9569	lumbar vertebral column	lumbar vertebral column	lumbar vertebral column
FMA16549	BP10096	mesoappendix	虫垂間膜	ちゅうすいかんまく
FMA16580	BP9951	bony pelvis	bony pelvis	bony pelvis
FMA16581	BP9953	pelvic girdle	下肢帯;骨盤帯|下肢帯;骨盤帯	かしたい;こつばんたい
FMA16582	BP9956	right pelvic girdle	right pelvic girdle	right pelvic girdle
FMA16583	BP10069	left pelvic girdle	left pelvic girdle	left pelvic girdle
FMA16586	BP9949	right hip bone	right hip bone	right hip bone
FMA16587	BP10067	left hip bone	left hip bone	left hip bone
FMA16981	BP9588	proximal part of jejunum	proximal part of jejunum	proximal part of jejunum
FMA16982	BP9482	middle part of jejunum	middle part of jejunum	middle part of jejunum
FMA16983	BP9681	distal part of jejunum	distal part of jejunum	distal part of jejunum
FMA17181	BP9989	wall of distal part of ileum	wall of distal part of ileum	wall of distal part of ileum
FMA18805	BP6919	external iliac artery	外腸骨動脈	がいちょうこつどうみゃく
FMA18806	BP10395	right external iliac artery	right external iliac artery	right external iliac artery
FMA18807	BP10377	left external iliac artery	left external iliac artery	left external iliac artery
FMA18809	BP10400	right internal iliac artery	right internal iliac artery	right internal iliac artery
FMA18810	BP10407	left internal iliac artery	left internal iliac artery	left internal iliac artery
FMA18885	BP10388	right external iliac vein	right external iliac vein	right external iliac vein
FMA18886	BP10401	left external iliac vein	left external iliac vein	left external iliac vein
FMA18887	BP10406	right internal iliac vein	right internal iliac vein	right internal iliac vein
FMA18888	BP10396	left internal iliac vein	left internal iliac vein	left internal iliac vein
FMA19667	BP10143	urethra	urethra	urethra
FMA20218	BP9719	mons pubis	恥丘	ちきゅう
FMA20224	BP9397	right side of rib cage	right side of rib cage	right side of rib cage
FMA20225	BP9591	left side of rib cage	left side of rib cage	left side of rib cage
FMA20226	BP9950	right side of bony pelvis	right side of bony pelvis	right side of bony pelvis
FMA20227	BP10070	left side of bony pelvis	left side of bony pelvis	left side of bony pelvis
FMA20347	BP10062	anal part of perineum	肛門部;肛門三角	こうもんぶ;こうもんさんかく
FMA20394	BP9297	human body	human body	human body
FMA20688	BP10411	right inferior epigastric artery	right inferior epigastric artery	right inferior epigastric artery
FMA20689	BP10420	left inferior epigastric artery	left inferior epigastric artery	left inferior epigastric artery
FMA20735	BP10393	right superficial epigastric artery	right superficial epigastric artery	right superficial epigastric artery
FMA20736	BP10375	left superficial epigastric artery	left superficial epigastric artery	left superficial epigastric artery
FMA20796	BP6906	right deep femoral artery	right deep femoral artery	right deep femoral artery
FMA20797	BP6843	left deep femoral artery	left deep femoral artery	left deep femoral artery
FMA20801	BP6907	right lateral circumflex femoral artery	right lateral circumflex femoral artery	right lateral circumflex femoral artery
FMA20802	BP6844	left lateral circumflex femoral artery	left lateral circumflex femoral artery	left lateral circumflex femoral artery
FMA21387	BP10399	right common iliac vein	right common iliac vein	right common iliac vein
FMA21388	BP10413	left common iliac vein	left common iliac vein	left common iliac vein
FMA21930	BP10061	external anal sphincter	外肛門括約筋	がいこうもんかつやくきん
FMA22324	BP7536	right obturator internus	right obturator internus	right obturator internus
FMA22325	BP9530	left obturator internus	left obturator internus	left obturator internus
FMA22340	BP7535	right piriformis	right piriformis	right piriformis
FMA22341	BP9631	left piriformis	left piriformis	left piriformis
FMA22342	BP7527	right psoas major	right psoas major	right psoas major
FMA22343	BP9727	left psoas major	left psoas major	left psoas major
FMA22507	BP6908	right descending genicular artery	right descending genicular artery	right descending genicular artery
FMA22508	BP6845	left descending genicular artery	left descending genicular artery	left descending genicular artery
FMA22672	BP6804	right thoraco-acromial artery	right thoraco-acromial artery	right thoraco-acromial artery
FMA22673	BP6872	left thoraco-acromial artery	left thoraco-acromial artery	left thoraco-acromial artery
FMA22675	BP6796	right lateral thoracic artery	right lateral thoracic artery	right lateral thoracic artery
FMA22676	BP6885	left lateral thoracic artery	left lateral thoracic artery	left lateral thoracic artery
FMA22678	BP6810	right subscapular artery	right subscapular artery	right subscapular artery
FMA22679	BP6878	left subscapular artery	left subscapular artery	left subscapular artery
FMA22682	BP6823	right anterior circumflex humeral artery	right anterior circumflex humeral artery	right anterior circumflex humeral artery
FMA22683	BP6891	left anterior circumflex humeral artery	left anterior circumflex humeral artery	left anterior circumflex humeral artery
FMA22685	BP6816	right posterior circumflex humeral artery	right posterior circumflex humeral artery	right posterior circumflex humeral artery
FMA22687	BP6884	left posterior circumflex humeral artery	left posterior circumflex humeral artery	left posterior circumflex humeral artery
FMA22691	BP6986	right brachial artery	right brachial artery	right brachial artery
FMA22692	BP7281	left brachial artery	left brachial artery	left brachial artery
FMA22696	BP6818	right deep brachial artery	right deep brachial artery	right deep brachial artery
FMA22697	BP6886	left deep brachial artery	left deep brachial artery	left deep brachial artery
FMA22707	BP6809	right superior ulnar collateral artery	right superior ulnar collateral artery	right superior ulnar collateral artery
FMA22708	BP6877	left superior ulnar collateral artery	left superior ulnar collateral artery	left superior ulnar collateral artery
FMA22712	BP6817	right inferior ulnar collateral artery	right inferior ulnar collateral artery	right inferior ulnar collateral artery
FMA22713	BP6854	left inferior ulnar collateral artery	left inferior ulnar collateral artery	left inferior ulnar collateral artery
FMA22733	BP6813	right radial artery	right radial artery	right radial artery
FMA22734	BP6881	left radial artery	left radial artery	left radial artery
FMA22764	BP6814	right radial recurrent artery	right radial recurrent artery	right radial recurrent artery
FMA22766	BP6882	left radial recurrent artery	left radial recurrent artery	left radial recurrent artery
FMA22772	BP6815	dorsal carpal branch of right radial artery	dorsal carpal branch of right radial artery	dorsal carpal branch of right radial artery
FMA22773	BP6883	dorsal carpal branch of left radial artery	dorsal carpal branch of left radial artery	dorsal carpal branch of left radial artery
FMA22797	BP6790	right ulnar artery	right ulnar artery	right ulnar artery
FMA22798	BP6862	left ulnar artery	left ulnar artery	left ulnar artery
FMA22801	BP6795	right anterior ulnar recurrent artery	right anterior ulnar recurrent artery	right anterior ulnar recurrent artery
FMA22802	BP6867	left anterior ulnar recurrent artery	left anterior ulnar recurrent artery	left anterior ulnar recurrent artery
FMA22804	BP6791	right posterior ulnar recurrent artery	right posterior ulnar recurrent artery	right posterior ulnar recurrent artery
FMA22805	BP6864	left posterior ulnar recurrent artery	left posterior ulnar recurrent artery	left posterior ulnar recurrent artery
FMA22807	BP6793	right common interosseous artery	right common interosseous artery	right common interosseous artery
FMA22808	BP6865	left common interosseous artery	left common interosseous artery	left common interosseous artery
FMA22812	BP6794	right anterior interosseous artery	right anterior interosseous artery	right anterior interosseous artery
FMA22813	BP6866	left anterior interosseous artery	left anterior interosseous artery	left anterior interosseous artery
FMA22821	BP6792	right dorsal carpal branch of ulnar artery	right dorsal carpal branch of ulnar artery	right dorsal carpal branch of ulnar artery
FMA22822	BP6863	left dorsal carpal branch of ulnar artery	left dorsal carpal branch of ulnar artery	left dorsal carpal branch of ulnar artery
FMA22909	BP6987	right basilic vein	right basilic vein	right basilic vein
FMA22910	BP7282	left basilic vein	left basilic vein	left basilic vein
FMA22935	BP6984	right medial brachial vein	right medial brachial vein	right medial brachial vein
FMA23063	BP6806	pectoral branch of right thoraco-acromial artery	pectoral branch of right thoraco-acromial artery	pectoral branch of right thoraco-acromial artery
FMA23064	BP6874	pectoral branch of left thoraco-acromial artery	pectoral branch of left thoraco-acromial artery	pectoral branch of left thoraco-acromial artery
FMA23068	BP6808	acromial branch of right thoraco-acromial artery	acromial branch of right thoraco-acromial artery	acromial branch of right thoraco-acromial artery
FMA23069	BP6876	acromial branch of left thoraco-acromial artery	acromial branch of left thoraco-acromial artery	acromial branch of left thoraco-acromial artery
FMA23072	BP6807	deltoid branch of right thoraco-acromial artery	deltoid branch of right thoraco-acromial artery	deltoid branch of right thoraco-acromial artery
FMA23073	BP6875	deltoid branch of left thoraco-acromial artery	deltoid branch of left thoraco-acromial artery	deltoid branch of left thoraco-acromial artery
FMA23130	BP10197	right humerus	right humerus	right humerus
FMA23131	BP10189	left humerus	left humerus	left humerus
FMA23180	BP6812	right circumflex scapular artery	right circumflex scapular artery	right circumflex scapular artery
FMA23181	BP6880	left circumflex scapular artery	left circumflex scapular artery	left circumflex scapular artery
FMA23218	BP10146	right pectoral girdle	right pectoral girdle	right pectoral girdle
FMA23219	BP9389	left pectoral girdle	left pectoral girdle	left pectoral girdle
FMA23464	BP9783	right radius	right radius	right radius
FMA23465	BP10123	left radius	left radius	left radius
FMA23467	BP9679	right ulna	right ulna	right ulna
